Assuming rdf:type as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 120756 facts in 0.96 s using 180 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  http://dbpedia.org/ontology/hometown  ?b  ?a  http://dbpedia.org/ontology/nationality  ?b   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.011695906	1	1	2	2	2	?a
?a  http://dbpedia.org/ontology/nationality  ?b  ?a  http://dbpedia.org/ontology/residence  ?b   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.023391813	0.5	1	4	8	4	?a
?a  http://dbpedia.org/ontology/deathPlace  ?b  ?a  http://dbpedia.org/ontology/nationality  ?b   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.052631579	0.45	1	9	20	9	?a
?a  http://dbpedia.org/ontology/birthPlace  ?b  ?a  http://dbpedia.org/ontology/deathPlace  ?b   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.040935673	0.039548023	0.538461538	7	177	13	?a
?a  http://dbpedia.org/ontology/birthPlace  ?b  ?a  http://dbpedia.org/ontology/nationality  ?b   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.286549708	0.532608696	0.98	49	92	50	?a
?a  http://dbpedia.org/ontology/nationality  ?b  ?a  http://dbpedia.org/ontology/occupation  ?b   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.01754386	0.5	1	3	6	3	?a
?a  http://dbpedia.org/ontology/birthPlace  ?b  ?a  http://dbpedia.org/ontology/residence  ?b   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.023391813	0.071428571	0.4	4	56	10	?a
?b  http://dbpedia.org/ontology/capital  ?f  ?a  http://dbpedia.org/ontology/deathPlace  ?f   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.011695906	0.005813953	0.1	2	344	20	?a
?a  http://dbpedia.org/ontology/birthPlace  ?f  ?b  http://dbpedia.org/ontology/officialLanguage  ?f   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.023391813	0.015873016	0.5	4	252	8	?a
?a  http://dbpedia.org/ontology/deathPlace  ?f  ?b  http://dbpedia.org/ontology/largestCity  ?f   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.011695906	0.004424779	0.181818182	2	452	11	?a
?a  http://dbpedia.org/ontology/birthPlace  ?b  ?a  http://dbpedia.org/ontology/occupation  ?b   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.01754386	0.065217391	0.75	3	46	4	?a
?a  http://dbpedia.org/ontology/stateOfOrigin  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.473684211	0.389423077	0.389423077	81	208	208	?a
?a  http://dbpedia.org/ontology/nationality  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.391812865	0.219672131	0.387283237	67	305	173	?a
?a  http://dbpedia.org/ontology/almaMater  ?f  ?f  http://dbpedia.org/ontology/athletics  ?b   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.011695906	0.005102041	0.111111111	2	392	18	?a
?a  http://dbpedia.org/ontology/almaMater  ?f  ?f  http://dbpedia.org/ontology/country  ?b   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.01754386	0.026086957	0.428571429	3	115	7	?a
?f  http://dbpedia.org/ontology/country  ?b  ?a  http://dbpedia.org/ontology/residence  ?f   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.070175439	0.051502146	0.48	12	233	25	?a
?b  http://dbpedia.org/ontology/largestCity  ?f  ?a  http://dbpedia.org/ontology/residence  ?f   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.040935673	0.028806584	0.368421053	7	243	19	?a
?a  http://dbpedia.org/ontology/deathPlace  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.058479532	0.004775549	0.128205128	10	2094	78	?a
?a  http://dbpedia.org/ontology/birthPlace  ?f  ?f  http://dbpedia.org/ontology/country  ?b   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.315789474	0.023591088	0.482142857	54	2289	112	?a
?a  http://dbpedia.org/ontology/birthPlace  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.263157895	0.006513244	0.148514851	45	6909	303	?a
?a  http://dbpedia.org/ontology/residence  ?f  ?f  http://dbpedia.org/ontology/timeZone  ?b   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.035087719	0.01863354	0.142857143	6	322	42	?a
?f  http://dbpedia.org/ontology/nationality  ?b  ?a  http://dbpedia.org/ontology/spouse  ?f   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.011695906	0.2	0.666666667	2	10	3	?a
?a  http://dbpedia.org/ontology/birthPlace  ?f  ?b  http://dbpedia.org/ontology/largestCity  ?f   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.099415205	0.009815242	0.253731343	17	1732	67	?a
?a  http://dbpedia.org/ontology/occupation  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.011695906	0.010869565	0.133333333	2	184	15	?a
?a  http://dbpedia.org/ontology/award  ?f  ?f  http://dbpedia.org/ontology/country  ?b   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.011695906	0.029411765	0.5	2	68	4	?a
?f  http://dbpedia.org/ontology/nationality  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.011695906	0.068965517	1	2	29	2	?a
?a  http://dbpedia.org/ontology/birthPlace  ?f  ?f  http://dbpedia.org/ontology/timeZone  ?b   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.093567251	0.007246377	0.123076923	16	2208	130	?a
?a  http://dbpedia.org/ontology/spouse  ?f  ?f  http://dbpedia.org/ontology/stateOfOrigin  ?b   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.011695906	0.2	0.666666667	2	10	3	?a
?f  http://dbpedia.org/ontology/stateOfOrigin  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.011695906	0.076923077	1	2	26	2	?a
?f  http://dbpedia.org/ontology/country  ?b  ?a  http://dbpedia.org/ontology/deathPlace  ?f   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.058479532	0.017301038	0.555555556	10	578	18	?a
?f  http://dbpedia.org/ontology/location  ?b  ?a  http://dbpedia.org/ontology/recordLabel  ?f   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.01754386	0.001613771	0.142857143	3	1859	21	?a
?a  http://dbpedia.org/ontology/affiliation  ?f  ?f  http://dbpedia.org/ontology/country  ?b   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.011695906	0.013986014	1	2	143	2	?a
?f  http://dbpedia.org/ontology/country  ?b  ?a  http://dbpedia.org/ontology/hometown  ?f   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.023391813	0.010781671	0.444444444	4	371	9	?a
?f  http://dbpedia.org/ontology/country  ?b  ?a  http://dbpedia.org/ontology/recordLabel  ?f   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.011695906	0.00265252	0.2	2	754	10	?a
?f  http://dbpedia.org/ontology/country  ?b  ?a  http://dbpedia.org/ontology/populationPlace  ?f   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.011695906	0.040816327	0.666666667	2	49	3	?a
?e  http://dbpedia.org/ontology/spouse  ?a  ?e  http://dbpedia.org/ontology/stateOfOrigin  ?b   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.011695906	0.133333333	0.666666667	2	15	3	?a
?a  http://dbpedia.org/ontology/campus  ?f  ?f  http://dbpedia.org/ontology/country  ?b   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.011695906	0.014285714	1	2	140	2	?a
?e  http://dbpedia.org/ontology/nationality  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.011695906	0.105263158	1	2	19	2	?a
?e  http://dbpedia.org/ontology/nationality  ?b  ?e  http://dbpedia.org/ontology/spouse  ?a   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.011695906	0.133333333	0.666666667	2	15	3	?a
?e  http://dbpedia.org/ontology/stateOfOrigin  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.011695906	0.25	1	2	8	2	?a
?f  http://dbpedia.org/ontology/country  ?b  ?a  http://dbpedia.org/ontology/state  ?f   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.011695906	0.003603604	1	2	555	2	?a
?e  http://dbpedia.org/ontology/country  ?b  ?e  http://dbpedia.org/ontology/producer  ?a   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.023391813	0.028985507	0.5	4	138	8	?a
?e  http://dbpedia.org/ontology/country  ?b  ?e  http://dbpedia.org/ontology/editing  ?a   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.011695906	0.037037037	0.333333333	2	54	6	?a
?a  http://dbpedia.org/ontology/owner  ?b  ?a  http://dbpedia.org/ontology/parentCompany  ?b   => ?a  http://dbpedia.org/ontology/product  ?b	0.012048193	0.2	0.666666667	2	10	3	?a
?a  http://dbpedia.org/ontology/industry  ?b  ?a  http://dbpedia.org/ontology/location  ?b   => ?a  http://dbpedia.org/ontology/product  ?b	0.012048193	0.125	0.25	2	16	8	?a
?a  http://dbpedia.org/ontology/owningCompany  ?b  ?a  http://dbpedia.org/ontology/parentCompany  ?b   => ?a  http://dbpedia.org/ontology/product  ?b	0.012048193	0.166666667	0.666666667	2	12	3	?a
?e  http://dbpedia.org/ontology/cinematography  ?a  ?e  http://dbpedia.org/ontology/country  ?b   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.011695906	0.024096386	0.25	2	83	8	?a
?e  http://dbpedia.org/ontology/country  ?b  ?e  http://dbpedia.org/ontology/starring  ?a   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.058479532	0.018050542	0.3125	10	554	32	?a
?f  http://dbpedia.org/ontology/product  ?a  ?b  http://dbpedia.org/ontology/product  ?f   => ?a  http://dbpedia.org/ontology/product  ?b	0.048192771	0.8	1	8	10	8	?a
?e  http://dbpedia.org/ontology/country  ?b  ?e  http://dbpedia.org/ontology/writer  ?a   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.011695906	0.02739726	1	2	73	2	?a
?a  http://dbpedia.org/ontology/numberOfEmployees  ?f  ?b  http://dbpedia.org/ontology/numberOfEmployees  ?f   => ?a  http://dbpedia.org/ontology/product  ?b	0.048192771	0.029411765	0.125	8	272	64	?a
?e  http://dbpedia.org/ontology/country  ?b  ?e  http://dbpedia.org/ontology/director  ?a   => ?a  http://dbpedia.org/ontology/stateOfOrigin  ?b	0.01754386	0.027272727	0.5	3	110	6	?a
?a  http://dbpedia.org/ontology/service  ?f  ?b  http://dbpedia.org/ontology/service  ?f   => ?a  http://dbpedia.org/ontology/product  ?b	0.012048193	0.1	0.25	2	20	8	?a
?a  http://dbpedia.org/ontology/parentCompany  ?f  ?f  http://dbpedia.org/ontology/product  ?b   => ?a  http://dbpedia.org/ontology/product  ?b	0.072289157	0.089552239	0.4	12	134	30	?a
?a  http://dbpedia.org/ontology/owner  ?f  ?f  http://dbpedia.org/ontology/product  ?b   => ?a  http://dbpedia.org/ontology/product  ?b	0.036144578	0.057142857	0.146341463	6	105	41	?a
?f  http://dbpedia.org/ontology/industry  ?b  ?a  http://dbpedia.org/ontology/parentCompany  ?f   => ?a  http://dbpedia.org/ontology/product  ?b	0.012048193	0.015748031	0.105263158	2	127	19	?a
?f  http://dbpedia.org/ontology/product  ?b  ?a  http://dbpedia.org/ontology/series  ?f   => ?a  http://dbpedia.org/ontology/product  ?b	0.012048193	1	1	2	2	2	?a
?a  http://dbpedia.org/ontology/product  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/product  ?b	0.114457831	0.31147541	0.31147541	19	61	61	?a
?f  http://dbpedia.org/ontology/product  ?b  ?a  http://dbpedia.org/ontology/product  ?f   => ?a  http://dbpedia.org/ontology/product  ?b	0.060240964	1	1	10	10	10	?a
?e  http://dbpedia.org/ontology/parentCompany  ?a  ?e  http://dbpedia.org/ontology/product  ?b   => ?a  http://dbpedia.org/ontology/product  ?b	0.060240964	0.185185185	0.476190476	10	54	21	?a
?f  http://dbpedia.org/ontology/product  ?b  ?a  http://dbpedia.org/ontology/service  ?f   => ?a  http://dbpedia.org/ontology/product  ?b	0.012048193	1	1	2	2	2	?a
?e  http://dbpedia.org/ontology/owner  ?a  ?e  http://dbpedia.org/ontology/product  ?b   => ?a  http://dbpedia.org/ontology/product  ?b	0.036144578	0.230769231	0.375	6	26	16	?a
?a  http://dbpedia.org/ontology/owningCompany  ?f  ?f  http://dbpedia.org/ontology/product  ?b   => ?a  http://dbpedia.org/ontology/product  ?b	0.024096386	0.02739726	0.105263158	4	146	38	?a
?e  http://dbpedia.org/ontology/product  ?b  ?e  http://dbpedia.org/ontology/service  ?a   => ?a  http://dbpedia.org/ontology/product  ?b	0.012048193	0.153846154	1	2	13	2	?a
?e  http://dbpedia.org/ontology/division  ?a  ?e  http://dbpedia.org/ontology/industry  ?b   => ?a  http://dbpedia.org/ontology/product  ?b	0.012048193	0.071428571	0.285714286	2	28	7	?a
?e  http://dbpedia.org/ontology/product  ?a  ?e  http://dbpedia.org/ontology/product  ?b   => ?a  http://dbpedia.org/ontology/product  ?b	0.060240964	0.041841004	1	10	239	10	?a
?e  http://dbpedia.org/ontology/owningCompany  ?a  ?e  http://dbpedia.org/ontology/product  ?b   => ?a  http://dbpedia.org/ontology/product  ?b	0.024096386	0.16	0.307692308	4	25	13	?a
?e  http://dbpedia.org/ontology/industry  ?b  ?e  http://dbpedia.org/ontology/parentCompany  ?a   => ?a  http://dbpedia.org/ontology/product  ?b	0.030120482	0.060240964	0.138888889	5	83	36	?a
?a  http://dbpedia.org/ontology/award  ?b  ?b  http://dbpedia.org/ontology/cinematography  ?a   => ?a  http://dbpedia.org/ontology/knownFor  ?b	0.016129032	0.111111111	1	2	18	2	?b
?e  http://dbpedia.org/ontology/product  ?b  ?e  http://dbpedia.org/ontology/series  ?a   => ?a  http://dbpedia.org/ontology/product  ?b	0.012048193	1	1	2	2	2	?a
?f  http://dbpedia.org/ontology/country  ?b  ?a  http://dbpedia.org/ontology/location  ?f   => ?a  http://dbpedia.org/ontology/product  ?b	0.012048193	0.007092199	0.117647059	2	282	17	?a
?b  http://dbpedia.org/ontology/distributor  ?a  ?b  http://dbpedia.org/ontology/executiveProducer  ?a   => ?a  http://dbpedia.org/ontology/knownFor  ?b	0.016129032	0.111111111	0.4	2	18	5	?b
?b  http://dbpedia.org/ontology/director  ?a  ?b  http://dbpedia.org/ontology/writer  ?a   => ?a  http://dbpedia.org/ontology/knownFor  ?b	0.024193548	0.012765957	0.6	3	235	5	?b
?a  http://dbpedia.org/ontology/knownFor  ?f  ?b  http://dbpedia.org/ontology/starring  ?f   => ?a  http://dbpedia.org/ontology/knownFor  ?b	0.016129032	0.181818182	1	2	11	2	?b
?b  http://dbpedia.org/ontology/director  ?a  ?b  http://dbpedia.org/ontology/producer  ?a   => ?a  http://dbpedia.org/ontology/knownFor  ?b	0.024193548	0.009202454	0.272727273	3	326	11	?b
?b  http://dbpedia.org/ontology/company  ?a  ?b  http://dbpedia.org/ontology/distributor  ?a   => ?a  http://dbpedia.org/ontology/knownFor  ?b	0.016129032	0.024691358	0.166666667	2	81	12	?b
?b  http://dbpedia.org/ontology/composer  ?f  ?a  http://dbpedia.org/ontology/knownFor  ?f   => ?a  http://dbpedia.org/ontology/knownFor  ?b	0.016129032	1	1	2	2	2	?b
?a  http://dbpedia.org/ontology/knownFor  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/knownFor  ?b	0.040322581	0.357142857	1	5	14	5	?b
?a  http://dbpedia.org/ontology/knownFor  ?f  ?b  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/knownFor  ?b	0.040322581	0.03164557	1	5	158	5	?b
?f  http://dbpedia.org/ontology/formationDate  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/formationDate  ?b	0.027272727	0.12	1	3	25	3	?a
?b  http://dbpedia.org/ontology/company  ?a  ?b  http://dbpedia.org/ontology/executiveProducer  ?a   => ?a  http://dbpedia.org/ontology/knownFor  ?b	0.016129032	0.066666667	0.333333333	2	30	6	?b
?e  http://dbpedia.org/ontology/formationDate  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/formationDate  ?b	0.027272727	0.15	1	3	20	3	?a
?a  http://dbpedia.org/ontology/knownFor  ?f  ?f  http://dbpedia.org/ontology/starring  ?b   => ?a  http://dbpedia.org/ontology/knownFor  ?b	0.016129032	0.008928571	1	2	224	2	?b
?f  http://dbpedia.org/ontology/composer  ?b  ?a  http://dbpedia.org/ontology/knownFor  ?f   => ?a  http://dbpedia.org/ontology/knownFor  ?b	0.016129032	0.1	1	2	20	2	?b
?e  http://dbpedia.org/ontology/areaTotal  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/areaTotal  ?b	0.197638604	0.250487964	0.373062016	385	1537	1032	?a
?a  http://dbpedia.org/ontology/officialLanguage  ?b  ?b  http://dbpedia.org/ontology/spokenIn  ?a   => ?a  http://dbpedia.org/ontology/language  ?b	0.039556962	0.925925926	1	25	27	25	?a
?b  http://dbpedia.org/ontology/languageFamily  ?a  ?b  http://dbpedia.org/ontology/spokenIn  ?a   => ?a  http://dbpedia.org/ontology/language  ?b	0.018987342	0.342857143	0.5	12	35	24	?a
?a  http://dbpedia.org/ontology/officialLanguage  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/language  ?b	0.011075949	0.777777778	1	7	9	7	?a
?a  http://dbpedia.org/ontology/officialLanguage  ?b  ?a  http://dbpedia.org/ontology/timeZone  ?b   => ?a  http://dbpedia.org/ontology/language  ?b	0.015822785	0.769230769	1	10	13	10	?a
?f  http://dbpedia.org/ontology/ethnicGroup  ?a  ?b  http://dbpedia.org/ontology/languageFamily  ?f   => ?a  http://dbpedia.org/ontology/language  ?b	0.011075949	0.368421053	0.4375	7	19	16	?a
?b  http://dbpedia.org/ontology/languageFamily  ?f  ?a  http://dbpedia.org/ontology/populationPlace  ?f   => ?a  http://dbpedia.org/ontology/language  ?b	0.023734177	0.119047619	0.136363636	15	126	110	?a
?a  http://dbpedia.org/ontology/language  ?f  ?b  http://dbpedia.org/ontology/languageFamily  ?f   => ?a  http://dbpedia.org/ontology/language  ?b	0.017405063	0.146666667	0.146666667	11	75	75	?a
?f  http://dbpedia.org/ontology/ethnicGroup  ?a  ?b  http://dbpedia.org/ontology/spokenIn  ?f   => ?a  http://dbpedia.org/ontology/language  ?b	0.017405063	0.177419355	0.289473684	11	62	38	?a
?f  http://dbpedia.org/ontology/areaTotal  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/areaTotal  ?b	0.197638604	0.260840108	0.37414966	385	1476	1029	?a
?b  http://dbpedia.org/ontology/spokenIn  ?f  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/language  ?b	0.034810127	0.023655914	0.22	22	930	100	?a
?f  http://dbpedia.org/ontology/regionalLanguage  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/language  ?b	0.023734177	0.288461538	0.882352941	15	52	17	?a
?a  http://dbpedia.org/ontology/country  ?f  ?b  http://dbpedia.org/ontology/languageFamily  ?f   => ?a  http://dbpedia.org/ontology/language  ?b	0.012658228	0.005431093	0.140350877	8	1473	57	?a
?f  http://dbpedia.org/ontology/ethnicGroup  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/language  ?b	0.015822785	0.025575448	0.188679245	10	391	53	?a
?f  http://dbpedia.org/ontology/timeZone  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/language  ?b	0.015822785	0.016835017	0.158730159	10	594	63	?a
?a  http://dbpedia.org/ontology/country  ?f  ?b  http://dbpedia.org/ontology/spokenIn  ?f   => ?a  http://dbpedia.org/ontology/language  ?b	0.017405063	0.003670337	0.100917431	11	2997	109	?a
?f  http://dbpedia.org/ontology/language  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/language  ?b	0.272151899	0.146382979	0.864321608	172	1175	199	?a
?f  http://dbpedia.org/ontology/language  ?b  ?a  http://dbpedia.org/ontology/related  ?f   => ?a  http://dbpedia.org/ontology/language  ?b	0.033227848	0.276315789	0.308823529	21	76	68	?a
?a  http://dbpedia.org/ontology/ethnicGroup  ?f  ?f  http://dbpedia.org/ontology/language  ?b   => ?a  http://dbpedia.org/ontology/language  ?b	0.034810127	0.156028369	0.201834862	22	141	109	?a
?a  http://dbpedia.org/ontology/ethnicGroup  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/language  ?b	0.011075949	0.0875	0.127272727	7	80	55	?a
?b  http://dbpedia.org/ontology/spokenIn  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/language  ?b	0.028481013	0.098901099	0.219512195	18	182	82	?a
?f  http://dbpedia.org/ontology/officialLanguage  ?b  ?a  http://dbpedia.org/ontology/populationPlace  ?f   => ?a  http://dbpedia.org/ontology/language  ?b	0.045886076	0.158469945	0.187096774	29	183	155	?a
?a  http://dbpedia.org/ontology/populationPlace  ?f  ?f  http://dbpedia.org/ontology/regionalLanguage  ?b   => ?a  http://dbpedia.org/ontology/language  ?b	0.018987342	0.285714286	0.307692308	12	42	39	?a
?e  http://dbpedia.org/ontology/regionalLanguage  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/language  ?b	0.02056962	0.5	0.928571429	13	26	14	?a
?a  http://dbpedia.org/ontology/language  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/language  ?b	0.148734177	0.222748815	0.222748815	94	422	422	?a
?a  http://dbpedia.org/ontology/officialLanguage  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/language  ?b	0.023734177	0.12	0.164835165	15	125	91	?a
?e  http://dbpedia.org/ontology/ethnicGroup  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/language  ?b	0.018987342	0.12244898	0.230769231	12	98	52	?a
?f  http://dbpedia.org/ontology/language  ?b  ?a  http://dbpedia.org/ontology/populationPlace  ?f   => ?a  http://dbpedia.org/ontology/language  ?b	0.094936709	0.161290323	0.18404908	60	372	326	?a
?e  http://dbpedia.org/ontology/officialLanguage  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/language  ?b	0.085443038	0.446280992	0.885245902	54	121	61	?a
?e  http://dbpedia.org/ontology/ethnicGroup  ?a  ?e  http://dbpedia.org/ontology/language  ?b   => ?a  http://dbpedia.org/ontology/language  ?b	0.03164557	0.25	0.392156863	20	80	51	?a
?a  http://dbpedia.org/ontology/owner  ?b  ?b  http://dbpedia.org/ontology/subsidiary  ?a   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.023622047	1	1	3	3	3	?a
?e  http://dbpedia.org/ontology/language  ?b  ?e  http://dbpedia.org/ontology/related  ?a   => ?a  http://dbpedia.org/ontology/language  ?b	0.030063291	0.157024793	0.223529412	19	121	85	?a
?a  http://dbpedia.org/ontology/owner  ?b  ?a  http://dbpedia.org/ontology/parentCompany  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.078740157	1	1	10	10	10	?a
?a  http://dbpedia.org/ontology/parentCompany  ?b  ?a  http://dbpedia.org/ontology/product  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.015748031	0.2	0.666666667	2	10	3	?a
?a  http://dbpedia.org/ontology/parentCompany  ?b  ?b  http://dbpedia.org/ontology/subsidiary  ?a   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.015748031	0.125	0.333333333	2	16	6	?a
?f  http://dbpedia.org/ontology/officialLanguage  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/language  ?b	0.088607595	0.162318841	0.823529412	56	345	68	?a
?e  http://dbpedia.org/ontology/language  ?b  ?e  http://dbpedia.org/ontology/populationPlace  ?a   => ?a  http://dbpedia.org/ontology/language  ?b	0.099683544	0.07875	0.122807018	63	800	513	?a
?e  http://dbpedia.org/ontology/ethnicGroup  ?a  ?e  http://dbpedia.org/ontology/officialLanguage  ?b   => ?a  http://dbpedia.org/ontology/language  ?b	0.022151899	0.28	0.466666667	14	50	30	?a
?a  http://dbpedia.org/ontology/owner  ?b  ?a  http://dbpedia.org/ontology/product  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.023622047	0.5	1	3	6	3	?a
?a  http://dbpedia.org/ontology/keyPerson  ?b  ?a  http://dbpedia.org/ontology/owner  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.015748031	0.666666667	1	2	3	2	?a
?e  http://dbpedia.org/ontology/country  ?a  ?e  http://dbpedia.org/ontology/language  ?b   => ?a  http://dbpedia.org/ontology/language  ?b	0.015822785	0.181818182	0.238095238	10	55	42	?a
?a  http://dbpedia.org/ontology/locationCity  ?b  ?a  http://dbpedia.org/ontology/owner  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.015748031	1	1	2	2	2	?a
?a  http://dbpedia.org/ontology/country  ?f  ?f  http://dbpedia.org/ontology/language  ?b   => ?a  http://dbpedia.org/ontology/language  ?b	0.047468354	0.014111007	0.441176471	30	2126	68	?a
?a  http://dbpedia.org/ontology/industry  ?b  ?a  http://dbpedia.org/ontology/locationCity  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.015748031	0.166666667	0.4	2	12	5	?a
